mdp.39015027625402	deny	ic	000018677		MIU	990000186770106381	1613293			66014593	Go up for glory, by Bill Russell, as told to William McSweeny.	Coward-McCann [1966]	bib	2024-01-01 00:00:00	0	1966	   	eng	BK	MIU	umich	umich	google	google	Russell, Bill, 1934-2022.
mdp.39015003746396	deny	ic	000018677		MIU	990000186770106381	1613293			66014593	Go up for glory, by Bill Russell, as told to William McSweeny.	Coward-McCann [1966]	bib	2024-01-01 00:00:00	0	1966	   	eng	BK	MIU	umich	umich	google	google	Russell, Bill, 1934-2022.
