mdp.39015077958422	allow	pd	011338539		MIU	.990058493500106381	2174313				Committee on Foreign Relations, United States--subcommittees / February 1976.	U.S. Govt. Print. Off., 1976.	bib	2020-12-04 03:25:36	1	1976	dcu	eng	BK	MIU	umich	umich	google	google	United States. Congress. Senate. Committee on Foreign Relations
pur1.32754074675400	allow	pd	011338539		PUR	1295679	2174313				Committee on Foreign Relations, United States--subcommittees / February 1976.	U.S. Govt. Print. Off., 1976.	bib	2014-07-04 03:25:57	1	1976	dcu	eng	BK	PUR	purdue	purdue	google	google	United States. Congress. Senate. Committee on Foreign Relations
